State_code,State,Municipality,Municipal_code,Year,Treatment,MajorHighway,MajorPort,Airports,Railline,Oilline,Intlborder,Shoreline,Poppies,MajCity,Mayor,MayorParty,Attack,Attack_count,Incumbent,Population,Homicidio,id_code
30,Veracruz,Tres Valles,207,2017,0,1,0,1,0,0,0,0,0,0,Marcos Nelson Cano Ramos,PRI,0,0,0,933576,26,30-207
30,Veracruz,Tres Valles,207,2018,0,1,0,1,0,0,0,0,0,0,Marcos Nelson Cano Ramos,PRI,0,0,0,933576,27,30-207
30,Veracruz,Tres Valles,207,2019,0,1,0,1,0,0,0,0,0,0,José Manuel Díaz Rodríguez,PRD,0,0,0,933576,50,30-207
30,Veracruz,Tres Valles,207,2020,0,1,0,1,0,0,0,0,0,0,José Manuel Díaz Rodríguez,PRD,0,0,0,933576,54,30-207
30,Veracruz,Tres Valles,207,2021,0,1,0,1,0,0,0,0,0,0,Zulema del Carmen Aguilar García,Morena,0,0,0,933576,61,30-207
20,Oaxaca,Zimatlán,570,2015,1,1,0,0,0,0,0,0,0,0,Yolanda Britania Alvarez Perez,PRI,0,0,0,933576,50,20-570
20,Oaxaca,Zimatlán,570,2016,1,1,0,0,0,0,0,0,0,0,Yolanda Britania Alvarez Perez,PRI,0,0,0,933576,31,20-570
20,Oaxaca,Zimatlán,570,2017,1,1,0,0,0,0,0,0,0,0,Javier César Barroso Sánchez,PAN,0,0,0,21420,0,20-570
20,Oaxaca,Zimatlán,570,2018,1,1,0,0,0,0,0,0,0,0,Javier César Barroso Sánchez,PAN,0,0,0,21420,1,20-570
20,Oaxaca,Zimatlán,570,2019,1,1,0,0,0,0,0,0,0,0,Javier César Barroso Sánchez,PAN,0,0,0,21420,2,20-570
20,Oaxaca,Zimatlán,570,2020,1,1,0,0,0,0,0,0,0,0,Javier César Barroso Sánchez,PAN,0,0,0,21420,1,20-570
20,Oaxaca,Villa Tezoatlán,570,2021,1,0,0,0,0,0,0,0,0,0,Veronica Castro Montesinos,MRN,0,0,0,21420,1,20-570
20,Oaxaca,Zapotitlán Lagunas,567,2015,1,0,0,0,0,0,0,0,1,0,Henri Gonzalez Estudillo,PRI,0,0,0,21420,1,20-567
20,Oaxaca,Zapotitlán Lagunas,567,2016,1,0,0,0,0,0,0,0,1,0,Henri Gonzalez Estudillo,PRI,0,0,0,21420,0,20-567
20,Oaxaca,Zapotitlán Lagunas,567,2017,1,0,0,0,0,0,0,0,1,0,Armando Salvador Bravo Sosa,PT,0,0,0,48806,1,20-567
20,Oaxaca,Zapotitlán Lagunas,567,2018,1,0,0,0,0,0,0,0,1,0,Armando Salvador Bravo Sosa,PT,0,0,0,48806,2,20-567
20,Oaxaca,Zapotitlán Lagunas,567,2019,1,0,0,0,0,0,0,0,1,0,Fabiola Honorina Morales González,PAN,0,0,0,48806,1,20-567
20,Oaxaca,Zapotitlán Lagunas,567,2020,1,0,0,0,0,0,0,0,1,0,Fabiola Honorina Morales González,PAN,0,0,0,48806,0,20-567
20,Oaxaca,Villa Tejúpam de la Unión,567,2021,1,1,0,0,0,0,0,0,0,0,Wilhemly Aurory Carrizosa Rojas,MRN,0,0,0,48806,8,20-567
20,Oaxaca,Villa de Zaachila,565,2015,1,1,0,0,0,0,0,0,0,0,Sergio Raciel Vale Lopez,PRD,0,0,0,48806,2,20-565
20,Oaxaca,Villa de Zaachila,565,2016,1,1,0,0,0,0,0,0,0,0,Sergio Raciel Vale Lopez,PRD,0,0,0,48806,1,20-565
20,Oaxaca,Villa de Zaachila,565,2017,1,1,0,0,0,0,0,0,0,0,Maricela Martinez Coronel,ALIANZA,0,0,0,49759,2,20-565
20,Oaxaca,Villa de Zaachila,565,2018,1,1,0,0,0,0,0,0,0,0,Maricela Martinez Coronel,ALIANZA,1,2,0,49759,0,20-565
20,Oaxaca,Villa de Zaachila,565,2019,1,1,0,0,0,0,0,0,0,0,Castulo Bretón Mendoza,PUP,0,0,0,49759,4,20-565
20,Oaxaca,Villa de Zaachila,565,2020,1,1,0,0,0,0,0,0,0,0,Castulo Bretón Mendoza,PUP,0,0,0,49759,3,20-565
20,Oaxaca,Villa de Tamazulápam del Progreso,565,2021,1,1,0,0,0,0,0,0,0,0,Ramiro Quiroz Salcedo,PT,0,0,0,49759,4,20-565
20,Oaxaca,San Juan Bautista Valle Nacional,559,2015,1,1,0,0,0,0,0,0,0,0,,,0,0,0,49759,2,20-559
20,Oaxaca,San Juan Bautista Valle Nacional,559,2016,1,1,0,0,0,0,0,0,0,0,,,0,0,0,49759,3,20-559
20,Oaxaca,San Juan Bautista Valle Nacional,559,2017,1,1,0,0,0,0,0,0,0,0,,,0,0,0,59647,0,20-559
20,Oaxaca,San Juan Bautista Valle Nacional,559,2018,1,1,0,0,0,0,0,0,0,0,,,0,0,0,59647,3,20-559
20,Oaxaca,San Juan Bautista Valle Nacional,559,2019,1,1,0,0,0,0,0,0,0,0,,,0,0,0,59647,5,20-559
20,Oaxaca,San Juan Bautista Valle Nacional,559,2020,1,1,0,0,0,0,0,0,0,0,,,0,0,0,59647,5,20-559
20,Oaxaca,San Juan Bautista Tlacoatzintepec,559,2021,1,0,0,1,0,0,0,0,1,0,Rubén González Gómez,MC,0,0,0,59647,3,20-559
20,Oaxaca,Unión Hidalgo,557,2015,1,1,0,0,1,1,0,0,0,0,Jose Lopez la Cruz,PRD,0,0,0,59647,3,20-557
20,Oaxaca,Valerio Trujano,557,2015,1,0,0,0,0,0,0,0,0,0,Gualberto Herminio Rosas Lastra,PRI,0,0,0,59647,2,20-557
20,Oaxaca,Unión Hidalgo,557,2016,1,1,0,0,1,1,0,0,0,0,Jose Lopez la Cruz,PRD,0,0,0,16589,1,20-557
20,Oaxaca,Valerio Trujano,557,2016,1,0,0,0,0,0,0,0,0,0,Gualberto Herminio Rosas Lastra,PRI,0,0,0,16589,0,20-557
20,Oaxaca,Unión Hidalgo,557,2017,1,1,0,0,1,1,0,0,0,0,Wilson Sanchez Chevez,PT,0,0,0,16589,3,20-557
20,Oaxaca,Valerio Trujano,557,2017,1,0,0,0,0,0,0,0,0,0,Rocio Ruiz Brena,PVEM,0,0,0,16589,0,20-557
20,Oaxaca,Unión Hidalgo,557,2018,1,1,0,0,1,1,0,0,0,0,Wilson Sanchez Chevez,PT,0,0,0,16589,0,20-557
20,Oaxaca,Valerio Trujano,557,2018,1,0,0,0,0,0,0,0,0,0,Rocio Ruiz Brena,PVEM,0,0,0,16589,2,20-557
20,Oaxaca,Unión Hidalgo,557,2019,1,1,0,0,1,1,0,0,0,0,César Carrasco Vicente,PSO,0,0,0,16589,1,20-557
20,Oaxaca,Valerio Trujano,557,2019,1,0,0,0,0,0,0,0,0,0,Dante Roberto Miranda Morales,PUP,0,0,0,124529,4,20-557
20,Oaxaca,Unión Hidalgo,557,2020,1,1,0,0,1,1,0,0,0,0,César Carrasco Vicente,PSO,0,0,0,124529,2,20-557
20,Oaxaca,Valerio Trujano,557,2020,1,0,0,0,0,0,0,0,0,0,Dante Roberto Miranda Morales,PUP,0,0,0,124529,11,20-557
20,Oaxaca,Heroica Ciudad de Tlaxiaco,557,2021,1,1,0,0,0,0,0,0,0,0,Miguel de Jesus Perez Vasquez,PES,0,0,0,124529,7,20-557
20,Oaxaca,Trinidad Zaachila,557,2021,1,1,0,0,0,0,0,0,0,0,Esteban Manuel Rodriguez,PRD,0,0,0,124529,8,20-557
20,Oaxaca,Trinidad Zaachila,555,2015,1,1,0,0,0,0,0,0,0,0,Esteban Manuel Rodriguez,PRD,0,0,0,124529,6,20-555
20,Oaxaca,Trinidad Zaachila,555,2016,1,1,0,0,0,0,0,0,0,0,Esteban Manuel Rodriguez,PRD,0,0,0,124529,10,20-555
20,Oaxaca,Trinidad Zaachila,555,2017,1,1,0,0,0,0,0,0,0,0,Florentino Gonzalez,PRD,0,0,0,48784,2,20-555
20,Oaxaca,Trinidad Zaachila,555,2018,1,1,0,0,0,0,0,0,0,0,Florentino Gonzalez,PRD,1,1,0,48784,1,20-555
20,Oaxaca,Trinidad Zaachila,555,2019,1,1,0,0,0,0,0,0,0,0,Miguel Ángel Lavariega López,PRD,0,0,0,48784,2,20-555
20,Oaxaca,Trinidad Zaachila,555,2020,1,1,0,0,0,0,0,0,0,0,Miguel Ángel Lavariega López,PRD,0,0,0,48784,2,20-555
20,Oaxaca,Tlacolula,555,2021,1,1,0,0,0,0,0,0,0,0,Heliodoro Morales Mendoza,PT,0,0,0,48784,1,20-555
20,Oaxaca,Tlacolula,551,2015,1,1,0,0,0,0,0,0,0,0,Pedro Ruiz Gonzalez,PRD,0,0,0,48784,2,20-551
20,Oaxaca,Tlacolula,551,2016,1,1,0,0,0,0,0,0,0,0,Pedro Ruiz Gonzalez,PRD,0,0,0,48784,1,20-551
20,Oaxaca,Tlacolula,551,2017,1,1,0,0,0,0,0,0,0,0,Fausto Diaz Montes,PAN,0,0,0,56600,2,20-551
20,Oaxaca,Tlacolula,551,2018,1,1,0,0,0,0,0,0,0,0,Fausto Diaz Montes,PAN,0,0,0,56600,3,20-551
20,Oaxaca,Tlacolula,551,2019,1,1,0,0,0,0,0,0,0,0,Carlos Manuel León Monterrubio,MRN,0,0,0,56600,2,20-551
20,Oaxaca,Tlacolula,551,2020,1,1,0,0,0,0,0,0,0,0,Carlos Manuel León Monterrubio,MRN,0,0,0,56600,2,20-551
20,Oaxaca,Soledad Etla,551,2021,1,1,0,0,0,0,0,0,0,0,Ángel Yoshimar Cruz Melchor,PES,0,0,0,56600,4,20-551
20,Oaxaca,Villa Tezoatlán,549,2015,1,0,0,0,0,0,0,0,0,0,Evencio Cisneros Leon,PRI,0,0,0,56600,3,20-549
20,Oaxaca,Villa Tezoatlán,549,2016,1,0,0,0,0,0,0,0,0,0,Evencio Cisneros Leon,PRI,0,0,0,56600,3,20-549
20,Oaxaca,Villa Tezoatlán,549,2017,1,0,0,0,0,0,0,0,0,0,Luis Moises Mora Herrera,PRI,0,0,0,9430,0,20-549
20,Oaxaca,Villa Tezoatlán,549,2018,1,0,0,0,0,0,0,0,0,0,Luis Moises Mora Herrera,PRI,0,0,0,9430,0,20-549
20,Oaxaca,Villa Tezoatlán,549,2019,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,9430,0,20-549
20,Oaxaca,Villa Tezoatlán,549,2020,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,9430,0,20-549
20,Oaxaca,Villa Sola de Vega,549,2021,1,1,0,0,0,0,0,0,1,0,Ivan Osael Quiroz Martinez,IVAN,0,0,0,9430,0,20-549
20,Oaxaca,Teotitlán de Flores Magón,545,2015,1,1,0,0,1,1,0,0,0,0,Francisco Martin Vela Gil,ALIANZA,0,0,0,9430,0,20-545
20,Oaxaca,Teotitlán de Flores Magón,545,2016,1,1,0,0,1,1,0,0,0,0,Francisco Martin Vela Gil,ALIANZA,0,0,0,9430,0,20-545
20,Oaxaca,Teotitlán de Flores Magón,545,2017,1,1,0,0,1,1,0,0,0,0,Osmin Nieto Rodríguez,PSO,0,0,0,22144,0,20-545
20,Oaxaca,Teotitlán de Flores Magón,545,2018,1,1,0,0,1,1,0,0,0,0,Osmin Nieto Rodríguez,PSO,0,0,0,22144,0,20-545
20,Oaxaca,Teotitlán de Flores Magón,545,2019,1,1,0,0,1,1,0,0,0,0,Osmin Nieto Rodríguez,PSO,0,0,0,22144,2,20-545
20,Oaxaca,Teotitlán de Flores Magón,545,2020,1,1,0,0,1,1,0,0,0,0,Osmin Nieto Rodríguez,PSO,0,0,0,22144,1,20-545
20,Oaxaca,Silacayoápam,545,2021,1,1,0,0,0,0,0,0,0,0,Jaime Moises Valerio Torres,PAN-PRI-PRD,0,0,0,22144,1,20-545
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2015,1,1,0,0,0,0,0,0,0,0,Obed Hernandez Morales,MC,0,0,0,22144,1,20-540
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2016,1,1,0,0,0,0,0,0,0,0,Obed Hernandez Morales,MC,0,0,0,22144,0,20-540
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2017,1,1,0,0,0,0,0,0,0,0,Manuel Peralta Reyes,PT,0,0,0,34228,7,20-540
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2018,1,1,0,0,0,0,0,0,0,0,Manuel Peralta Reyes,PT,0,0,0,34228,2,20-540
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2019,1,1,0,0,0,0,0,0,0,0,Noél Hernández Mendoza,PRI,0,0,0,34228,3,20-540
20,Oaxaca,Villa de Tamazulápam del Progreso,540,2020,1,1,0,0,0,0,0,0,0,0,Noél Hernández Mendoza,PRI,0,0,0,34228,6,20-540
20,Oaxaca,Villa de Etla,540,2021,1,0,0,0,0,0,0,0,0,0,Miguel Angel Martinez Merlin,MRN,0,0,0,34228,2,20-540
20,Oaxaca,Soledad Etla,539,2015,1,1,0,0,0,0,0,0,0,0,Sonia Gonzalez Playas,PRD,0,0,0,34228,3,20-539
20,Oaxaca,Soledad Etla,539,2016,1,1,0,0,0,0,0,0,0,0,Sonia Gonzalez Playas,PRD,0,0,0,34228,1,20-539
20,Oaxaca,Soledad Etla,539,2017,1,1,0,0,0,0,0,0,0,0,Mario Alberto Martinez Velasquez,PSD,0,0,0,4174,0,20-539
20,Oaxaca,Soledad Etla,539,2018,1,1,0,0,0,0,0,0,0,0,Mario Alberto Martinez Velasquez,PSD,0,0,0,4174,1,20-539
20,Oaxaca,Soledad Etla,539,2019,1,1,0,0,0,0,0,0,0,0,Sonia González Playas,PES,0,0,0,4174,2,20-539
20,Oaxaca,Soledad Etla,539,2020,1,1,0,0,0,0,0,0,0,0,Sonia González Playas,PES,0,0,0,4174,0,20-539
20,Oaxaca,Santo Domingo Zanatepec,539,2021,1,1,0,0,1,1,0,1,0,0,Tania Isabel Escobar Rivera,MRN,0,0,0,4174,3,20-539
20,Oaxaca,Silacayoápam,537,2015,1,1,0,0,0,0,0,0,0,0,Florencio Salatiel Mendoza Olea,PRD,0,0,0,4174,0,20-537
20,Oaxaca,Silacayoápam,537,2016,1,1,0,0,0,0,0,0,0,0,Florencio Salatiel Mendoza Olea,PRD,0,0,0,4174,0,20-537
20,Oaxaca,Silacayoápam,537,2017,1,1,0,0,0,0,0,0,0,0,Andres Manuel Martinez Arzola,PRD,0,0,0,5320,0,20-537
20,Oaxaca,Silacayoápam,537,2018,1,1,0,0,0,0,0,0,0,0,Andres Manuel Martinez Arzola,PRD,0,0,0,5320,0,20-537
20,Oaxaca,Silacayoápam,537,2019,1,1,0,0,0,0,0,0,0,0,Carmen Silva López,ALIANZA,0,0,0,5320,0,20-537
20,Oaxaca,Silacayoápam,537,2020,1,1,0,0,0,0,0,0,0,0,Carmen Silva López,ALIANZA,0,0,0,5320,2,20-537
20,Oaxaca,Santo Domingo Tonalá,537,2021,1,1,0,0,0,0,0,0,0,0,Anali Ramírez Olivera,PUP,0,0,0,5320,0,20-537
20,Oaxaca,Santo Domingo Zanatepec,525,2015,1,1,0,0,1,1,0,1,0,0,Ricardo Hernandez Rodriguez,PRI,0,0,0,5320,0,20-525
20,Oaxaca,Santo Domingo Zanatepec,525,2016,1,1,0,0,1,1,0,1,0,0,Ricardo Hernandez Rodriguez,PRI,0,0,0,5320,0,20-525
20,Oaxaca,Santo Domingo Zanatepec,525,2017,1,1,0,0,1,1,0,1,0,0,Ramiro Nolasco Geronimo,ALIANZA,0,0,0,160832,12,20-525
20,Oaxaca,Santo Domingo Zanatepec,525,2018,1,1,0,0,1,1,0,1,0,0,Ramiro Nolasco Geronimo,ALIANZA,0,0,0,160832,9,20-525
20,Oaxaca,Santo Domingo Zanatepec,525,2019,1,1,0,0,1,1,0,1,0,0,Adelma Nuñez Gerónimo,PRI,0,0,0,160832,10,20-525
20,Oaxaca,Santo Domingo Zanatepec,525,2020,1,1,0,0,1,1,0,1,0,0,Adelma Nuñez Gerónimo,PRI,0,0,0,160832,8,20-525
20,Oaxaca,Santo Domingo Tehuantepec,525,2021,1,1,0,0,1,1,0,1,0,0,Vilma Martínez Cortes,MRN,0,0,0,160832,13,20-525
20,Oaxaca,Santo Domingo Tonalá,520,2015,1,1,0,0,0,0,0,0,0,0,Adrian Rosendo Zaragoza Hernandez,PRD,0,0,0,160832,16,20-520
20,Oaxaca,Santo Domingo Tonalá,520,2016,1,1,0,0,0,0,0,0,0,0,Adrian Rosendo Zaragoza Hernandez,PRD,0,0,0,160832,7,20-520
20,Oaxaca,Santo Domingo Tonalá,520,2017,1,1,0,0,0,0,0,0,0,0,Josué Hernández Castillo,PRD,0,0,0,27701,1,20-520
20,Oaxaca,Santo Domingo Tonalá,520,2018,1,1,0,0,0,0,0,0,0,0,Josué Hernández Castillo,PRD,0,0,0,27701,3,20-520
20,Oaxaca,Santo Domingo Tonalá,520,2019,1,1,0,0,0,0,0,0,0,0,Josué Hernández Castillo,PRD,0,0,0,27701,0,20-520
20,Oaxaca,Santo Domingo Tonalá,520,2020,1,1,0,0,0,0,0,0,0,0,Josué Hernández Castillo,PRD,0,0,0,27701,0,20-520
20,Oaxaca,Santo Domingo Petapa,520,2021,1,0,0,0,0,0,0,0,0,0,José Manuel Guzmán García,MRN,0,0,0,27701,1,20-520
20,Oaxaca,Santo Domingo Tehuantepec,515,2015,1,1,0,0,1,1,0,1,0,0,Donovan Rito Garcia,PRI,0,0,0,27701,4,20-515
20,Oaxaca,Santo Domingo Tehuantepec,515,2016,1,1,0,0,1,1,0,1,0,0,Donovan Rito Garcia,PRI,0,0,0,27701,1,20-515
20,Oaxaca,Santo Domingo Tehuantepec,515,2017,1,1,0,0,1,1,0,1,0,0,Yesenia Nolasco Ramirez,PRD,0,0,0,39579,16,20-515
20,Oaxaca,Santo Domingo Tehuantepec,515,2018,1,1,0,0,1,1,0,1,0,0,Yesenia Nolasco Ramirez,PRD,1,1,0,39579,23,20-515
20,Oaxaca,Santo Domingo Tehuantepec,515,2019,1,1,0,0,1,1,0,1,0,0,Vilma Martínez Cortés,MRN,0,0,0,39579,21,20-515
20,Oaxaca,Santo Domingo Tehuantepec,515,2020,1,1,0,0,1,1,0,1,0,0,Vilma Martínez Cortés,MRN,0,0,0,39579,16,20-515
20,Oaxaca,Santo Domingo Ingenio,515,2021,1,1,0,0,0,0,0,0,1,0,Germain Alvarado López,Fuerza por México,0,0,0,39579,7,20-515
20,Oaxaca,Santo Domingo Petapa,513,2015,1,0,0,0,0,0,0,0,0,0,Fredy Cabrera Cruz,PRI,0,0,0,39579,9,20-513
20,Oaxaca,Santo Domingo Petapa,513,2016,1,0,0,0,0,0,0,0,0,0,Fredy Cabrera Cruz,PRI,0,0,0,39579,9,20-513
20,Oaxaca,Santo Domingo Petapa,513,2017,1,0,0,0,0,0,0,0,0,0,Orlando Estudillo Marquez,PRI,0,0,0,13656,5,20-513
20,Oaxaca,Santo Domingo Petapa,513,2018,1,0,0,0,0,0,0,0,0,0,Orlando Estudillo Marquez,PRI,0,0,0,13656,1,20-513
20,Oaxaca,Santo Domingo Petapa,513,2019,1,0,0,0,0,0,0,0,0,0,Delfino Espinosa Deheza,MRN,0,0,0,13656,2,20-513
20,Oaxaca,Santo Domingo Petapa,513,2020,1,0,0,0,0,0,0,0,0,0,Delfino Espinosa Deheza,MRN,0,0,0,13656,0,20-513
20,Oaxaca,Santo Domingo Chihuitán,513,2021,1,1,0,0,0,0,0,0,0,0,Magdalena Rodríguez Cruz,PRI,0,0,0,13656,1,20-513
20,Oaxaca,Santo Domingo Chihuitán,508,2015,1,1,0,0,0,0,0,0,0,0,Bernardo Palomeque Cruz,PRI,0,0,0,13656,2,20-508
20,Oaxaca,Santo Domingo Chihuitán,508,2016,1,1,0,0,0,0,0,0,0,0,Bernardo Palomeque Cruz,PRI,0,0,0,13656,1,20-508
20,Oaxaca,Santo Domingo Chihuitán,508,2017,1,1,0,0,0,0,0,0,0,0,Leonides Gutierrez Alvarez,PT,0,0,0,20503,3,20-508
20,Oaxaca,Santo Domingo Chihuitán,508,2018,1,1,0,0,0,0,0,0,0,0,Leonides Gutierrez Alvarez,PT,0,0,0,20503,3,20-508
20,Oaxaca,Santo Domingo Chihuitán,508,2019,1,1,0,0,0,0,0,0,0,0,Rubén Ordáz Torres,ALIANZA,0,0,0,20503,1,20-508
20,Oaxaca,Santo Domingo Chihuitán,508,2020,1,1,0,0,0,0,0,0,0,0,Rubén Ordáz Torres,ALIANZA,0,0,0,20503,0,20-508
20,Oaxaca,Santiago Tetepec,508,2021,1,0,0,0,0,0,0,0,1,0,Obed Cruz Torres,MRN,0,0,0,20503,3,20-508
20,Oaxaca,Santo Domingo Armenta,507,2015,1,1,0,0,0,0,0,1,1,0,Mario Marcelino Loya Rojas,PRD,0,0,0,20503,1,20-507
20,Oaxaca,Santo Domingo Armenta,507,2016,1,1,0,0,0,0,0,1,1,0,Mario Marcelino Loya Rojas,PRD,0,0,0,20503,1,20-507
20,Oaxaca,Santo Domingo Armenta,507,2017,1,1,0,0,0,0,0,1,1,0,Joel Noyola Gonzalez,PRD,0,0,0,10185,5,20-507
20,Oaxaca,Santo Domingo Armenta,507,2018,1,1,0,0,0,0,0,1,1,0,Joel Noyola Gonzalez,PRD,0,0,0,10185,6,20-507
20,Oaxaca,Santo Domingo Armenta,507,2019,1,1,0,0,0,0,0,1,1,0,Rosalina Verónica Silva,PRI,0,0,0,10185,4,20-507
20,Oaxaca,Santo Domingo Armenta,507,2020,1,1,0,0,0,0,0,1,1,0,Rosalina Verónica Silva,PRI,0,0,0,10185,2,20-507
20,Oaxaca,Santiago Tapextla,507,2021,1,0,0,0,0,0,0,1,1,0,NA,NA,0,0,0,10185,1,20-507
20,Oaxaca,Santo Domingo Ingenio,505,2015,1,1,0,0,0,0,0,0,1,0,Amado Marin Santiago,PRD,0,0,0,10185,1,20-505
20,Oaxaca,Santo Domingo Ingenio,505,2016,1,1,0,0,0,0,0,0,1,0,Amado Marin Santiago,PRD,0,0,0,10185,1,20-505
20,Oaxaca,Santo Domingo Ingenio,505,2017,1,1,0,0,0,0,0,0,1,0,Amelia Gómez Ríos,PRI,0,0,0,12099,11,20-505
20,Oaxaca,Santo Domingo Ingenio,505,2018,1,1,0,0,0,0,0,0,1,0,Amelia Gómez Ríos,PRI,0,0,0,12099,3,20-505
20,Oaxaca,Santo Domingo Ingenio,505,2019,1,1,0,0,0,0,0,0,1,0,Amelia Gómez Ríos,PRI,0,0,0,12099,0,20-505
20,Oaxaca,Santo Domingo Ingenio,505,2020,1,1,0,0,0,0,0,0,1,0,Amelia Gómez Ríos,PRI,0,0,0,12099,2,20-505
20,Oaxaca,Santo Domingo Armenta,505,2021,1,1,0,0,0,0,0,1,1,0,Damaris Domínguez Hernández,PRD,0,0,0,12099,1,20-505
20,Oaxaca,Santiago Tetepec,489,2015,1,0,0,0,0,0,0,0,1,0,Jorge Alfredo Carbajal Ramirez,PRD,0,0,0,12099,1,20-489
20,Oaxaca,Santiago Tetepec,489,2016,1,0,0,0,0,0,0,0,1,0,Jorge Alfredo Carbajal Ramirez,PRD,0,0,0,12099,1,20-489
20,Oaxaca,Santiago Tetepec,489,2017,1,0,0,0,0,0,0,0,1,0,Zotico Gomez Bautista,PT,0,0,0,5482,4,20-489
20,Oaxaca,Santiago Tetepec,489,2018,1,0,0,0,0,0,0,0,1,0,Zotico Gomez Bautista,PT,0,0,0,5482,1,20-489
20,Oaxaca,Santiago Tetepec,489,2019,1,0,0,0,0,0,0,0,1,0,Crecencia Salustia Gandarillas,PT,0,0,0,5482,0,20-489
20,Oaxaca,Santiago Tetepec,489,2020,1,0,0,0,0,0,0,0,1,0,Crecencia Salustia Gandarillas,PT,0,0,0,5482,5,20-489
20,Oaxaca,Santiago Tamazola,489,2021,1,1,0,0,0,0,0,0,0,0,Elsa Méndez Ayala,MRN,0,0,0,5482,3,20-489
20,Oaxaca,Villa Tejúpam de la Unión,486,2015,1,1,0,0,0,0,0,0,0,0,Ruben Morales Antonio,PRI,0,0,0,5482,1,20-486
20,Oaxaca,Villa Tejúpam de la Unión,486,2016,1,1,0,0,0,0,0,0,0,0,Ruben Morales Antonio,PRI,0,0,0,5482,0,20-486
20,Oaxaca,Villa Tejúpam de la Unión,486,2017,1,1,0,0,0,0,0,0,0,0,Marisol Pedraza Corona,PRD,0,0,0,4746,4,20-486
20,Oaxaca,Villa Tejúpam de la Unión,486,2018,1,1,0,0,0,0,0,0,0,0,Marisol Pedraza Corona,PRD,0,0,0,4746,2,20-486
20,Oaxaca,Villa Tejúpam de la Unión,486,2019,1,1,0,0,0,0,0,0,0,0,Leticia Bautista Sánchez,PRD,0,0,0,4746,0,20-486
20,Oaxaca,Villa Tejúpam de la Unión,486,2020,1,1,0,0,0,0,0,0,0,0,Leticia Bautista Sánchez,PRD,0,0,0,4746,3,20-486
20,Oaxaca,Villa de Zaachila,486,2021,1,1,0,0,0,0,0,0,0,0,Carlos Rigoberto Chacon Perez,MRN,0,0,0,4746,2,20-486
20,Oaxaca,Santiago Tapextla,485,2015,1,0,0,0,0,0,0,1,1,0,Julises Anabel Bernal Gonzalez,PRD,0,0,0,4746,1,20-485
20,Oaxaca,Santiago Tapextla,485,2016,1,0,0,0,0,0,0,1,1,0,Julises Anabel Bernal Gonzalez,PRD,0,0,0,4746,2,20-485
20,Oaxaca,Santiago Tapextla,485,2017,1,0,0,0,0,0,0,1,1,0,Ramon Bacho Serrano,PT,0,0,0,12819,0,20-485
20,Oaxaca,Santiago Tapextla,485,2018,1,0,0,0,0,0,0,1,1,0,Ramon Bacho Serrano,PT,0,0,0,12819,0,20-485
20,Oaxaca,Santiago Tapextla,485,2019,1,0,0,0,0,0,0,1,1,0,Andrés Verónica Silva,NA,0,0,0,12819,2,20-485
20,Oaxaca,Santiago Tapextla,485,2020,1,0,0,0,0,0,0,1,1,0,Andrés Verónica Silva,NA,0,0,0,12819,2,20-485
20,Oaxaca,Santiago Suchilquitongo,485,2021,1,1,0,0,0,0,0,0,0,0,Laura Isabel Román Figueroa,MRN,0,0,0,12819,2,20-485
20,Oaxaca,Santiago Tamazola,484,2015,1,1,0,0,0,0,0,0,0,0,Javier Leonides Lopez Roldan,PRI,0,0,0,12819,0,20-484
20,Oaxaca,Santiago Tamazola,484,2016,1,1,0,0,0,0,0,0,0,0,Javier Leonides Lopez Roldan,PRI,0,0,0,12819,0,20-484
20,Oaxaca,Santiago Tamazola,484,2017,1,1,0,0,0,0,0,0,0,0,Oscar Sanchez Ruiz,PRI,0,0,0,11393,0,20-484
20,Oaxaca,Santiago Tamazola,484,2018,1,1,0,0,0,0,0,0,0,0,Oscar Sanchez Ruiz,PRI,0,0,0,11393,2,20-484
20,Oaxaca,Santiago Tamazola,484,2019,1,1,0,0,0,0,0,0,0,0,Anayeli Angélica Huerta Atristain,PRI,0,0,0,11393,0,20-484
20,Oaxaca,Santiago Tamazola,484,2020,1,1,0,0,0,0,0,0,0,0,Anayeli Angélica Huerta Atristain,PRI,0,0,0,11393,0,20-484
20,Oaxaca,Santiago Pinotepa Nacional,484,2021,1,1,0,1,0,0,0,1,1,0,Antonio Marbel Jiménez Meza,MRN,0,0,0,11393,0,20-484
20,Oaxaca,Santiago Suchilquitongo,483,2015,1,1,0,0,0,0,0,0,0,0,Isidro Luis Camacho Ojeda,PRI,0,0,0,11393,1,20-483
20,Oaxaca,Santiago Suchilquitongo,483,2016,1,1,0,0,0,0,0,0,0,0,Isidro Luis Camacho Ojeda,PRI,0,0,0,11393,0,20-483
20,Oaxaca,Santiago Suchilquitongo,483,2017,1,1,0,0,0,0,0,0,0,0,Jesus Bernardo Torres Garcia,PRD,0,0,0,26604,2,20-483
